time_ms, x_mm, y_mm, heading_deg
44553, 1018.023460088709, -14.89346754710665, -49
44621, 1022.615873291643, -20.17643460866606, -49
44685, 1026.552227465586, -24.70469209000269, -49
44751, 1027.75585751189, -26.30196311009728, -53
44813, 1027.196664608419, -25.47292553754223, -56
44882, 1027.196664608419, -25.47292553754223, -59
44947, 1027.666136171205, -26.35587313040116, -62
45014, 1027.243517909464, -25.44956534336451, -65
45082, 1027.243517909464, -25.44956534336451, -69
45147, 1027.243517909464, -25.44956534336451, -72
45214, 1027.243517909464, -25.44956534336451, -76
45281, 1027.243517909464, -25.44956534336451, -79
45346, 1027.243517909464, -25.44956534336451, -82
45413, 1027.243517909464, -25.44956534336451, -85
45482, 1027.260970315901, -26.4494130385209, -89
45551, 1027.295869812604, -25.45002221150181, -92
45616, 1027.295869812604, -25.45002221150181, -96
45684, 1027.295869812604, -25.45002221150181, -99
45752, 1027.295869812604, -25.45002221150181, -102
45817, 1027.295869812604, -25.45002221150181, -105
45882, 1027.295869812604, -25.45002221150181, -109
45951, 1026.921263219188, -26.37720606606859, -112
46016, 1027.327999862264, -25.46366060842599, -114
46082, 1026.969631912719, -26.39724103492319, -111
46146, 1027.278648907094, -25.44618451862804, -108
46218, 1027.019829861991, -26.41211034491711, -105
46283, 1027.227741552809, -25.4339627441833, -102
46348, 1027.227741552809, -25.4339627441833, -98
46418, 1027.227741552809, -25.4339627441833, -95
46482, 1027.227741552809, -25.4339627441833, -92
46550, 1027.227741552809, -25.4339627441833, -88
46618, 1027.227741552809, -25.4339627441833, -85
46685, 1027.227741552809, -25.4339627441833, -81
46751, 1027.227741552809, -25.4339627441833, -78
46821, 1027.503378908626, -26.39522444012162, -74
46888, 1027.177810754169, -25.44970586452231, -71
46952, 1027.177810754169, -25.44970586452231, -68
47017, 1027.177810754169, -25.44970586452231, -65
47083, 1027.177810754169, -25.44970586452231, -62
47147, 1027.177810754169, -25.44970586452231, -58
47214, 1027.75138719052, -26.2688579088113, -55
47283, 1027.135725715195, -25.48084715520457, -52
47348, 1027.135725715195, -25.48084715520457, -48
47414, 1027.135725715195, -25.48084715520457, -45
47483, 1027.135725715195, -25.48084715520457, -42
47551, 1027.923736468801, -26.09650863053023, -38
47617, 1027.923736468801, -26.09650863053023, -35
47683, 1031.200344645957, -28.39081437593442, -35
47751, 1037.753561000269, -32.97942586674279, -35
47818, 1043.487625310292, -36.99446092120011, -35
47883, 1045.183721502605, -38.05429944966652, -32
47948, 1044.309101795465, -37.56948982942018, -29
